date,open,high,low,close,volume
2019-11-20,53.81648146026664,54.31648146026664,53.31648146026664,53.81648146026664,2023
2019-11-21,54.02240046788178,54.52240046788178,53.52240046788178,54.02240046788178,1858
2019-11-22,53.598821716397204,54.098821716397204,53.098821716397204,53.598821716397204,2618
2019-11-25,53.086150110151735,53.586150110151735,52.586150110151735,53.086150110151735,2709
2019-11-26,52.83236594293451,53.33236594293451,52.33236594293451,52.83236594293451,4019
2019-11-27,53.323692710053884,53.823692710053884,52.823692710053884,53.323692710053884,4462
2019-11-28,52.99728516635119,53.49728516635119,52.49728516635119,52.99728516635119,2626
2019-11-29,53.54619442564102,54.04619442564102,53.04619442564102,53.54619442564102,1861
2019-12-02,53.278307919295166,53.778307919295166,52.778307919295166,53.278307919295166,4548
2019-12-03,52.11478780629502,52.61478780629502,51.61478780629502,52.11478780629502,3146
2019-12-04,53.18111016695581,53.68111016695581,52.68111016695581,53.18111016695581,4672
2019-12-05,51.97590471648044,52.47590471648044,51.47590471648044,51.97590471648044,2559
2019-12-06,52.47979087255755,52.97979087255755,51.97979087255755,52.47979087255755,2242
2019-12-09,52.66027000837862,53.16027000837862,52.16027000837862,52.66027000837862,1241
2019-12-10,51.15831419620377,51.65831419620377,50.65831419620377,51.15831419620377,3943
2019-12-11,52.814518699600725,53.314518699600725,52.314518699600725,52.814518699600725,2982
2019-12-12,52.784879343864134,53.284879343864134,52.284879343864134,52.784879343864134,2012
2019-12-13,52.46045323213285,52.96045323213285,51.96045323213285,52.46045323213285,2786
2019-12-16,52.17019869167524,52.67019869167524,51.67019869167524,52.17019869167524,1558
2019-12-17,52.13354950434592,52.63354950434592,51.63354950434592,52.13354950434592,4885
2019-12-18,51.57398078032352,52.07398078032352,51.07398078032352,51.57398078032352,2751
2019-12-19,52.06223198220923,52.56223198220923,51.56223198220923,52.06223198220923,2200
2019-12-20,51.75868275796031,52.25868275796031,51.25868275796031,51.75868275796031,3409
2019-12-23,52.19690043770204,52.69690043770204,51.69690043770204,52.19690043770204,4178
2019-12-24,51.08302317469616,51.58302317469616,50.58302317469616,51.08302317469616,4742
2019-12-25,52.15758389632089,52.65758389632089,51.65758389632089,52.15758389632089,3727
2019-12-26,52.00646700667402,52.50646700667402,51.50646700667402,52.00646700667402,1583
2019-12-27,51.701421548928835,52.201421548928835,51.201421548928835,51.701421548928835,2672
2019-12-30,51.38608787898271,51.88608787898271,50.88608787898271,51.38608787898271,3849
2019-12-31,52.102103574207746,52.602103574207746,51.602103574207746,52.102103574207746,4294
2020-01-01,50.251330217576495,50.751330217576495,49.751330217576495,50.251330217576495,2901
2020-01-02,51.874154176307606,52.374154176307606,51.374154176307606,51.874154176307606,4406
2020-01-03,51.62300140152373,52.12300140152373,51.12300140152373,51.62300140152373,1526
2020-01-06,51.578052385379046,52.078052385379046,51.078052385379046,51.578052385379046,2374
2020-01-07,51.580781348077416,52.080781348077416,51.080781348077416,51.580781348077416,4890
2020-01-08,50.673995671636916,51.173995671636916,50.173995671636916,50.673995671636916,1785
2020-01-09,50.91212307304997,51.41212307304997,50.41212307304997,50.91212307304997,3783
2020-01-10,51.552117707444125,52.052117707444125,51.052117707444125,51.552117707444125,1844
2020-01-13,51.30976236051745,51.80976236051745,50.80976236051745,51.30976236051745,1515
2020-01-14,51.05340110038501,51.55340110038501,50.55340110038501,51.05340110038501,1637
2020-01-15,49.599354614715104,50.099354614715104,49.099354614715104,49.599354614715104,4623
2020-01-16,51.163900425497296,51.663900425497296,50.663900425497296,51.163900425497296,4921
2020-01-17,51.59194744996514,52.09194744996514,51.09194744996514,51.59194744996514,1412
2020-01-20,51.38688777358487,51.88688777358487,50.88688777358487,51.38688777358487,3833
2020-01-21,50.689032940945786,51.189032940945786,50.189032940945786,50.689032940945786,1370
2020-01-22,49.17856754182707,49.67856754182707,48.67856754182707,49.17856754182707,4277
2020-01-23,51.10152619887277,51.60152619887277,50.60152619887277,51.10152619887277,2326
2020-01-24,50.15246656089446,50.65246656089446,49.65246656089446,50.15246656089446,1188
2020-01-27,48.167034474596626,48.667034474596626,47.667034474596626,48.167034474596626,4751
2020-01-28,50.41759603831588,50.91759603831588,49.91759603831588,50.41759603831588,4680
2020-01-29,48.84487261214641,49.34487261214641,48.34487261214641,48.84487261214641,1132
2020-01-30,48.92423749723391,49.42423749723391,48.42423749723391,48.92423749723391,2559
2020-01-31,49.3762027702708,49.8762027702708,48.8762027702708,49.3762027702708,4672
2020-02-03,50.825022749256114,51.325022749256114,50.325022749256114,50.825022749256114,2401
2020-02-04,49.433053446387014,49.933053446387014,48.933053446387014,49.433053446387014,3446
2020-02-05,49.86930292269902,50.36930292269902,49.36930292269902,49.86930292269902,4478
2020-02-06,50.97366394629136,51.47366394629136,50.47366394629136,50.97366394629136,1268
2020-02-07,50.773293308194134,51.273293308194134,50.273293308194134,50.773293308194134,2966
2020-02-10,49.33816668818753,49.83816668818753,48.83816668818753,49.33816668818753,3274
2020-02-11,49.15041252598094,49.65041252598094,48.65041252598094,49.15041252598094,4696
2020-02-12,48.25771275913763,48.75771275913763,47.75771275913763,48.25771275913763,2835
2020-02-13,48.63362272984392,49.13362272984392,48.13362272984392,48.63362272984392,4349
2020-02-14,49.452255790059326,49.952255790059326,48.952255790059326,49.452255790059326,3255
2020-02-17,49.35133364419675,49.85133364419675,48.85133364419675,49.35133364419675,2730
2020-02-18,49.04571954246813,49.54571954246813,48.54571954246813,49.04571954246813,3948
2020-02-19,49.67615020636002,50.17615020636002,49.17615020636002,49.67615020636002,4386
2020-02-20,48.18519439266226,48.68519439266226,47.68519439266226,48.18519439266226,3714
2020-02-21,48.68100750972195,49.18100750972195,48.18100750972195,48.68100750972195,3475
2020-02-24,49.233643039444495,49.733643039444495,48.733643039444495,49.233643039444495,4988
2020-02-25,49.0387452964109,49.5387452964109,48.5387452964109,49.0387452964109,3409
2020-02-26,49.35096511479443,49.85096511479443,48.85096511479443,49.35096511479443,1626
2020-02-27,48.734604742400464,49.234604742400464,48.234604742400464,48.734604742400464,4677
2020-02-28,48.09224629529088,48.59224629529088,47.59224629529088,48.09224629529088,4251
2020-03-02,48.55230207075819,49.05230207075819,48.05230207075819,48.55230207075819,2480
2020-03-03,47.3832520282209,47.8832520282209,46.8832520282209,47.3832520282209,2644
2020-03-04,46.79654064287361,47.29654064287361,46.29654064287361,46.79654064287361,3661
2020-03-05,48.49542545560577,48.99542545560577,47.99542545560577,48.49542545560577,4133
2020-03-06,47.90955568741115,48.40955568741115,47.40955568741115,47.90955568741115,3813
2020-03-09,48.123175577581485,48.623175577581485,47.623175577581485,48.123175577581485,4567
2020-03-10,46.44108030815467,46.94108030815467,45.94108030815467,46.44108030815467,1282
2020-03-11,47.42991650222738,47.92991650222738,46.92991650222738,47.42991650222738,4967
2020-03-12,47.16490195380242,47.66490195380242,46.66490195380242,47.16490195380242,2950
2020-03-13,46.87619787577823,47.37619787577823,46.37619787577823,46.87619787577823,2064
2020-03-16,45.68633548517752,46.18633548517752,45.18633548517752,45.68633548517752,1864
2020-03-17,47.14522862741777,47.64522862741777,46.64522862741777,47.14522862741777,2811
2020-03-18,48.05375076644029,48.55375076644029,47.55375076644029,48.05375076644029,2207
2020-03-19,47.56348543617825,48.06348543617825,47.06348543617825,47.56348543617825,4771
2020-03-20,46.70070989373454,47.20070989373454,46.20070989373454,46.70070989373454,2990
2020-03-23,47.092346326926865,47.592346326926865,46.592346326926865,47.092346326926865,4782
2020-03-24,47.632467091217435,48.132467091217435,47.132467091217435,47.632467091217435,3691
2020-03-25,44.741472659683595,45.241472659683595,44.241472659683595,44.741472659683595,2491
2020-03-26,46.77295763514156,47.27295763514156,46.27295763514156,46.77295763514156,2600
2020-03-27,47.229926913111946,47.729926913111946,46.729926913111946,47.229926913111946,4760
2020-03-30,47.263849618334056,47.763849618334056,46.763849618334056,47.263849618334056,3632
2020-03-31,48.00151080653467,48.50151080653467,47.50151080653467,48.00151080653467,2623
2020-04-01,47.471743106983745,47.971743106983745,46.971743106983745,47.471743106983745,3993
2020-04-02,46.736536754283485,47.236536754283485,46.236536754283485,46.736536754283485,2499
2020-04-03,46.65084721415875,47.15084721415875,46.15084721415875,46.65084721415875,1869
2020-04-06,46.961602610442014,47.461602610442014,46.461602610442014,46.961602610442014,4026
2020-04-07,45.823364659032386,46.323364659032386,45.323364659032386,45.823364659032386,1339
2020-04-08,46.14545573365163,46.64545573365163,45.64545573365163,46.14545573365163,2884
2020-04-09,46.825377302848935,47.325377302848935,46.325377302848935,46.825377302848935,2646
2020-04-10,47.5891221950821,48.0891221950821,47.0891221950821,47.5891221950821,2792
2020-04-13,45.81853210136055,46.31853210136055,45.31853210136055,45.81853210136055,1851
2020-04-14,45.83000531726198,46.33000531726198,45.33000531726198,45.83000531726198,2544
2020-04-15,-6.772609397028226,-6.272609397028226,-7.272609397028226,-6.772609397028226,1493
2020-04-16,-6.128772404780981,-5.628772404780981,-6.628772404780981,-6.128772404780981,2731
2020-04-17,-2.6978433666182497,-2.1978433666182497,-3.1978433666182497,-2.6978433666182497,3946
2020-04-20,-3.0528695144417126,-2.5528695144417126,-3.5528695144417126,-3.0528695144417126,1559
2020-04-21,-7.081782616729107,-6.581782616729107,-7.581782616729107,-7.081782616729107,1602
2020-04-22,-2.9131293804916245,-2.4131293804916245,-3.4131293804916245,-2.9131293804916245,1244
2020-04-23,45.169653202836905,45.669653202836905,44.669653202836905,45.169653202836905,4328
2020-04-24,45.880169830242224,46.380169830242224,45.380169830242224,45.880169830242224,4015
2020-04-27,46.0099534753278,46.5099534753278,45.5099534753278,46.0099534753278,1174
2020-04-28,43.888969610030514,44.388969610030514,43.388969610030514,43.888969610030514,3257
2020-04-29,44.287210918656044,44.787210918656044,43.787210918656044,44.287210918656044,2874
2020-04-30,45.21156692510612,45.71156692510612,44.71156692510612,45.21156692510612,3687
2020-05-01,44.33790994815621,44.83790994815621,43.83790994815621,44.33790994815621,2496
2020-05-04,43.569702567126676,44.069702567126676,43.069702567126676,43.569702567126676,4209
2020-05-05,45.5412086880435,46.0412086880435,45.0412086880435,45.5412086880435,3028
2020-05-06,45.028380700527556,45.528380700527556,44.528380700527556,45.028380700527556,1920
2020-05-07,44.95052655347315,45.45052655347315,44.45052655347315,44.95052655347315,3010
2020-05-08,44.0984079056076,44.5984079056076,43.5984079056076,44.0984079056076,1935
2020-05-11,45.224695163278255,45.724695163278255,44.724695163278255,45.224695163278255,3009
2020-05-12,44.13235632718263,44.63235632718263,43.63235632718263,44.13235632718263,2111
2020-05-13,45.12425246936261,45.62425246936261,44.62425246936261,45.12425246936261,2733
2020-05-14,43.44055204913007,43.94055204913007,42.94055204913007,43.44055204913007,2215
2020-05-15,43.40935573451706,43.90935573451706,42.90935573451706,43.40935573451706,3092
2020-05-18,44.179174583922176,44.679174583922176,43.679174583922176,44.179174583922176,4042
2020-05-19,43.376358221586294,43.876358221586294,42.876358221586294,43.376358221586294,3752
2020-05-20,44.40136471329893,44.90136471329893,43.90136471329893,44.40136471329893,2496
2020-05-21,43.991853979087026,44.491853979087026,43.491853979087026,43.991853979087026,2996
2020-05-22,42.968186732273224,43.468186732273224,42.468186732273224,42.968186732273224,2292
2020-05-25,43.68763611009971,44.18763611009971,43.18763611009971,43.68763611009971,2245
2020-05-26,43.27110140157366,43.77110140157366,42.77110140157366,43.27110140157366,3545
2020-05-27,44.207569738245105,44.707569738245105,43.707569738245105,44.207569738245105,4131
2020-05-28,42.891641011140834,43.391641011140834,42.391641011140834,42.891641011140834,1746
2020-05-29,42.969124844085016,43.469124844085016,42.469124844085016,42.969124844085016,2022
2020-06-01,44.21223276754431,44.71223276754431,43.71223276754431,44.21223276754431,1425
2020-06-02,44.95689787741718,45.45689787741718,44.45689787741718,44.95689787741718,4967
2020-06-03,44.68801002018544,45.18801002018544,44.18801002018544,44.68801002018544,3788
2020-06-04,43.0621614209115,43.5621614209115,42.5621614209115,43.0621614209115,1633
2020-06-05,43.109446700017514,43.609446700017514,42.609446700017514,43.109446700017514,4025
2020-06-08,44.08390978696899,44.58390978696899,43.58390978696899,44.08390978696899,2223
2020-06-09,42.68037493492708,43.18037493492708,42.18037493492708,42.68037493492708,2185
2020-06-10,41.92162339299281,42.42162339299281,41.42162339299281,41.92162339299281,2954
2020-06-11,42.71898310343166,43.21898310343166,42.21898310343166,42.71898310343166,3544
2020-06-12,42.909475972688256,43.409475972688256,42.409475972688256,42.909475972688256,3634
2020-06-15,41.80772277678787,42.30772277678787,41.30772277678787,41.80772277678787,1136
2020-06-16,41.07683748062307,41.57683748062307,40.57683748062307,41.07683748062307,3965
2020-06-17,41.16721870495903,41.66721870495903,40.66721870495903,41.16721870495903,2617
2020-06-18,42.7717256667201,43.2717256667201,42.2717256667201,42.7717256667201,4662
2020-06-19,41.555460949112685,42.055460949112685,41.055460949112685,41.555460949112685,3311
2020-06-22,41.971864411045196,42.471864411045196,41.471864411045196,41.971864411045196,4744
2020-06-23,42.17776895519228,42.67776895519228,41.67776895519228,42.17776895519228,2013
2020-06-24,42.4258146337777,42.9258146337777,41.9258146337777,42.4258146337777,3653
2020-06-25,41.58535961431108,42.08535961431108,41.08535961431108,41.58535961431108,2392
2020-06-26,42.17503433644626,42.67503433644626,41.67503433644626,42.17503433644626,4434
2020-06-29,40.98679346514503,41.48679346514503,40.48679346514503,40.98679346514503,3438
2020-06-30,41.332250401079214,41.832250401079214,40.832250401079214,41.332250401079214,4009
2020-07-01,40.724869074171245,41.224869074171245,40.224869074171245,40.724869074171245,3359
2020-07-02,42.372595240271,42.872595240271,41.872595240271,42.372595240271,4054
2020-07-03,41.368294807507795,41.868294807507795,40.868294807507795,41.368294807507795,1616
2020-07-06,40.72129532263707,41.22129532263707,40.22129532263707,40.72129532263707,1913
2020-07-07,40.95362379706911,41.45362379706911,40.45362379706911,40.95362379706911,3826
2020-07-08,40.98091837372254,41.48091837372254,40.48091837372254,40.98091837372254,1737
2020-07-09,41.64149691414109,42.14149691414109,41.14149691414109,41.64149691414109,1320
2020-07-10,39.727352061312814,40.227352061312814,39.227352061312814,39.727352061312814,3235
2020-07-13,40.0968762533406,40.5968762533406,39.5968762533406,40.0968762533406,4878
2020-07-14,40.54693504817485,41.04693504817485,40.04693504817485,40.54693504817485,2240
2020-07-15,42.79804543841502,43.29804543841502,42.29804543841502,42.79804543841502,1809
2020-07-16,41.4595238090063,41.9595238090063,40.9595238090063,41.4595238090063,3901
2020-07-17,40.528599274455864,41.028599274455864,40.028599274455864,40.528599274455864,2014
2020-07-20,41.11014020646921,41.61014020646921,40.61014020646921,41.11014020646921,4101
2020-07-21,42.10926939902473,42.60926939902473,41.60926939902473,42.10926939902473,1801
2020-07-22,40.19910524468008,40.69910524468008,39.69910524468008,40.19910524468008,1755
2020-07-23,40.015749633602255,40.515749633602255,39.515749633602255,40.015749633602255,4965
2020-07-24,41.201215066237744,41.701215066237744,40.701215066237744,41.201215066237744,3394
2020-07-27,40.54978055294651,41.04978055294651,40.04978055294651,40.54978055294651,2146
2020-07-28,40.61428660147812,41.11428660147812,40.11428660147812,40.61428660147812,2803
2020-07-29,39.593422080575536,40.093422080575536,39.093422080575536,39.593422080575536,3421
